employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-78412668,Erin,Johnson,Male,New York,New York City,2020-12-12,IT,IT Support Specialist,Bachelor,69318,Good,No,1972-11-09,2021-06-10
00-50237208,Daniel,Smith,Male,North Carolina,Raleigh,2019-04-25,Customer Service,Support Specialist,High School,62346,Good,Yes,2002-04-18,2022-02-10
00-54458225,Edward,Vaughn,Female,New York,New York City,2022-05-30,Customer Service,Support Specialist,High School,64455,Satisfactory,No,1988-08-06,2022-11-26
00-51295819,Kimberly,Knapp,Female,Florida,Orlando,2023-11-14,HR,HR Coordinator,Master,67296,Good,No,1970-06-22,2024-05-12
00-94457912,Jill,Brown,Female,Michigan,Detroit,2015-02-20,Customer Service,Help Desk Technician,High School,86996,Excellent,Yes,1986-05-14,2020-07-08
00-97991930,Jared,Nguyen,Female,New York,Buffalo,2023-08-30,Sales,Sales Consultant,Bachelor,88552,Good,No,1980-08-01,2024-02-26
00-40540334,Alicia,Edwards,Female,New York,New York City,2022-03-05,Customer Service,Customer Service Representative,High School,55138,Satisfactory,No,1981-10-10,2024-12-14
00-32885741,Rhonda,Peterson,Female,Virginia,Virginia Beach,2020-05-09,Customer Service,Help Desk Technician,Bachelor,55564,Good,Yes,1997-10-06,2021-08-30
00-61028283,Kelsey,Le,Female,New York,Buffalo,2017-08-23,IT,Software Developer,Master,106328,Satisfactory,Yes,1981-07-10,2024-10-13
00-14237322,Heather,Bishop,Female,New York,Buffalo,2020-03-11,Finance,Accountant,Bachelor,57607,Good,No,1994-06-06,2021-06-14
00-35606639,John,Grant,Male,New York,Buffalo,2015-03-23,IT,System Administrator,Master,70825,Good,Yes,1988-08-22,2018-03-23
00-30324759,Teresa,Evans,Female,Ohio,Cleveland,2019-04-16,Operations,Inventory Specialist,Bachelor,54499,Good,No,2003-07-23,2019-10-13
00-77353073,Jared,Bush,Male,New York,Rochester,2023-04-26,Operations,Inventory Specialist,Bachelor,63104,Satisfactory,No,1971-06-08,2023-10-23
00-18359252,Michael,Peck,Male,New York,Rochester,2022-10-17,Customer Service,Customer Service Representative,High School,63739,Good,Yes,2003-10-09,2023-04-15
00-85280948,Joshua,Martinez,Female,New York,Buffalo,2018-09-04,Operations,Logistics Coordinator,Bachelor,59176,Excellent,No,1982-05-13,2021-08-22
00-80528349,Noah,Baird,Female,New York,Buffalo,2018-10-25,Operations,Operations Analyst,Master,94797,Excellent,No,1972-04-05,2019-04-23
00-81555103,Stephanie,Ballard,Male,New York,Buffalo,2018-04-16,IT,Software Developer,Bachelor,91892,Good,No,2000-05-23,2018-10-13
00-96343485,Keith,Klein,Female,Michigan,Warren,2023-05-07,Finance,Accountant,Bachelor,53305,Satisfactory,No,1980-11-13,2023-11-03
00-74985553,Scott,Scott,Male,Michigan,Detroit,2017-06-24,Operations,Logistics Coordinator,Bachelor,68657,Excellent,No,1959-08-07,2017-12-21
00-84905122,James,Ryan,Male,Pennsylvania,Allentown,2017-12-06,Customer Service,Support Specialist,High School,57977,Satisfactory,Yes,1960-04-17,2022-10-12
00-48789478,Heather,Taylor,Male,New York,Buffalo,2022-08-13,Operations,Inventory Specialist,High School,54600,Excellent,No,1998-09-11,2023-02-09
00-75632882,Brenda,Sanchez,Male,New York,Rochester,2018-09-01,Customer Service,Customer Service Representative,Bachelor,60792,Good,No,1996-11-30,2019-02-28
00-46702849,Amanda,Little,Female,New York,Rochester,2017-01-20,Operations,Logistics Coordinator,Bachelor,56071,Good,No,1998-10-14,2017-07-19
00-82905845,Robert,Love,Female,New York,Buffalo,2018-02-06,Marketing,Content Creator,Bachelor,58622,Good,Yes,1988-02-02,2018-08-05
00-56323191,Kelli,Smith,Male,New York,Rochester,2024-07-19,Sales,Sales Representative,Bachelor,83184,Satisfactory,No,1989-03-09,2025-01-15
00-15646068,Sarah,Russell,Female,Michigan,Grand Rapids,2017-12-07,Marketing,Content Creator,Bachelor,56788,Good,No,1978-12-26,2021-02-05
00-56488123,Natalie,Woods,Male,New York,Rochester,2024-03-13,Marketing,Content Creator,Bachelor,62152,Good,Yes,1979-10-03,2024-09-09
00-74300930,Tamara,Morris,Male,New York,Buffalo,2017-08-24,Operations,Inventory Specialist,High School,58149,Good,No,1975-11-05,2018-02-20
00-85432781,Rebecca,Davis,Male,Michigan,Detroit,2022-07-28,Sales,Sales Specialist,Bachelor,72682,Good,No,1994-12-13,2023-01-24
00-92634772,Amanda,Sharp,Female,New York,New York City,2022-12-07,Operations,Operations Analyst,Master,76441,Good,No,1994-11-01,2023-06-05
00-16813620,Robin,Thompson,Male,New York,Buffalo,2022-11-18,Operations,Logistics Coordinator,Bachelor,67481,Good,Yes,1981-12-24,2023-05-17
00-95623471,Gregory,Gillespie,Male,Michigan,Detroit,2017-12-29,Sales,Sales Representative,Bachelor,76834,Satisfactory,No,1997-03-31,2018-10-22
00-54331259,Randy,Simpson,Male,New York,New York City,2022-12-07,Operations,Inventory Specialist,Bachelor,66156,Satisfactory,No,2003-07-21,2023-06-05
00-28450513,Suzanne,Howe,Female,Michigan,Detroit,2015-11-16,IT,IT Support Specialist,Bachelor,62918,Satisfactory,No,1975-07-05,2020-09-16
00-64614193,Albert,Bradley,Female,New York,Buffalo,2022-02-09,Finance,Financial Analyst,PhD,105130,Good,Yes,1984-12-12,2023-10-07
00-97313825,Tonya,Mitchell,Female,New York,Rochester,2017-12-27,Sales,Sales Representative,Bachelor,57650,Good,No,1997-12-26,2018-06-25
00-48307798,Amy,Snyder,Female,New York,Rochester,2021-12-08,IT,Software Developer,Master,105140,Good,No,1967-08-04,2022-06-06
00-87058874,Melissa,Mcdonald,Male,New York,Buffalo,2017-03-12,Customer Service,Support Specialist,Bachelor,61083,Good,No,1987-10-09,2024-12-13
00-15006085,Daniel,Martin,Male,New York,New York City,2024-06-16,IT,System Administrator,Master,83564,Excellent,No,1974-05-30,2024-12-13
00-33593960,Jonathan,Lopez,Male,New York,Buffalo,2024-09-25,Sales,Sales Representative,Bachelor,67024,Good,No,2001-09-09,2025-03-24
00-63283709,Krystal,Bradley,Male,New York,New York City,2023-10-03,Operations,Logistics Coordinator,Bachelor,70287,Excellent,No,1975-01-15,2024-03-31
00-48851599,Gregory,Chase,Female,New York,Buffalo,2023-11-23,Marketing,SEO Specialist,High School,81860,Good,No,1999-05-18,2024-05-21
00-86230551,Margaret,Robertson,Male,New York,Rochester,2021-02-01,HR,HR Coordinator,Master,57539,Good,No,1988-02-15,2023-07-10
00-70981700,Elizabeth,Lopez,Female,New York,New York City,2024-02-21,Operations,Logistics Coordinator,Bachelor,56170,Good,Yes,1991-01-11,2024-08-19
00-76291802,Marcus,Wright,Male,New York,New York City,2023-04-05,Operations,Inventory Specialist,High School,66717,Satisfactory,Yes,1963-08-31,2023-10-02
00-77674279,Joe,Molina,Male,New York,Buffalo,2019-12-14,Customer Service,Customer Service Representative,High School,57859,Good,No,1999-02-24,2020-06-11
00-25119192,Kevin,Sharp,Female,New York,New York City,2018-01-05,Customer Service,Support Specialist,Bachelor,59049,Good,No,2000-05-03,2020-02-10
00-97011385,Desiree,Schwartz,Female,New York,Buffalo,2017-01-23,Operations,Logistics Coordinator,Bachelor,54336,Needs Improvement,Yes,1988-04-06,2020-02-17
00-55246430,David,Parker,Female,New York,Buffalo,2023-05-28,Sales,Sales Consultant,Master,95727,Good,No,1976-04-24,2023-11-24
00-35925669,Wayne,Jacobson,Male,New York,Buffalo,2017-09-14,Customer Service,Support Specialist,High School,56820,Needs Improvement,No,2000-11-02,2023-07-09
00-67405358,Larry,Wilson,Male,Michigan,Detroit,2020-11-30,Customer Service,Customer Service Representative,High School,61794,Needs Improvement,No,1966-05-15,2023-04-15
00-99826000,Kenneth,Mendez,Female,New York,Buffalo,2016-03-20,Finance,Financial Analyst,PhD,92897,Good,Yes,1993-08-10,2021-03-30
00-53433080,Dennis,Hernandez,Male,New York,New York City,2024-09-29,IT,IT Support Specialist,Bachelor,70200,Needs Improvement,Yes,1979-08-23,2025-03-28
00-61482483,Catherine,Perry,Male,New York,New York City,2017-07-19,IT,System Administrator,Bachelor,94999,Needs Improvement,Yes,1982-09-25,2019-03-24
00-50526484,Thomas,Medina,Male,New York,Buffalo,2020-08-30,IT,Software Developer,Bachelor,96668,Satisfactory,No,1974-01-16,2022-07-27
00-45105069,Jeffery,Wright,Male,New York,New York City,2022-10-02,IT,System Administrator,Bachelor,92224,Excellent,No,1971-08-07,2023-03-31
00-18338186,Morgan,Miller,Male,Michigan,Grand Rapids,2022-06-12,Operations,Logistics Coordinator,Bachelor,67891,Good,No,1962-05-11,2024-01-25
00-31436829,Jane,Miller,Male,New York,Rochester,2019-07-25,Sales,Sales Consultant,PhD,96406,Satisfactory,No,1959-08-31,2020-01-21
00-51738753,Bryan,Kelley,Male,Virginia,Norfolk,2022-07-03,Operations,Inventory Specialist,High School,66208,Satisfactory,No,1986-06-05,2022-12-30
00-59330907,Ashley,Hernandez,Male,Michigan,Grand Rapids,2021-04-30,IT,Software Developer,Bachelor,97237,Excellent,No,1994-11-18,2021-10-27
00-74180488,Abigail,Wilson,Male,New York,Rochester,2017-03-16,Operations,Logistics Coordinator,Bachelor,67130,Satisfactory,No,1985-12-11,2020-04-07
00-60147077,Brandy,Davis,Male,New York,New York City,2019-07-05,Operations,Inventory Specialist,High School,57672,Satisfactory,No,1999-07-13,2024-12-17
00-82144402,Lindsey,Chavez,Male,New York,Rochester,2023-07-06,Sales,Sales Representative,Bachelor,72778,Good,Yes,1998-10-25,2024-12-13
00-43214247,Stephen,Brown,Male,Michigan,Warren,2022-06-18,Operations,Inventory Specialist,High School,60188,Good,No,1990-06-08,2022-12-15
00-20988446,Lindsay,Cummings,Female,New York,New York City,2020-05-24,Operations,Logistics Coordinator,Bachelor,61373,Good,No,1976-01-12,2020-12-28
00-58557943,Lisa,Reese,Female,New York,Rochester,2016-07-30,Marketing,Marketing Coordinator,Bachelor,70130,Good,No,1999-03-10,2017-01-26
00-18289024,Brandon,Cooper,Female,New York,Rochester,2023-01-24,IT,Software Developer,Master,100353,Good,No,1964-10-03,2023-07-23
00-86866717,Virginia,Michael,Female,New York,Rochester,2020-01-26,IT,Software Developer,Bachelor,89111,Good,No,1981-10-01,2022-08-10
00-79839059,Sarah,Johnson,Female,New York,Rochester,2019-05-29,Customer Service,Help Desk Technician,Bachelor,85542,Good,No,1965-10-16,2024-05-04
00-88268756,Kayla,Cannon,Female,New York,Buffalo,2019-12-23,Sales,Sales Specialist,Bachelor,61039,Good,No,1983-05-22,2020-09-12
00-17467311,Debbie,Fisher,Male,New York,Buffalo,2019-12-28,Operations,Operations Analyst,Bachelor,96492,Satisfactory,No,1963-12-25,2024-10-27
00-71310453,Patrick,Kane,Female,New York,Buffalo,2020-11-26,Sales,Sales Representative,Bachelor,62760,Satisfactory,No,1969-10-26,2021-05-25
00-51361818,Nicholas,Vega,Female,New York,Rochester,2022-08-29,IT,Software Developer,Master,106250,Satisfactory,Yes,1988-10-08,2023-02-25
00-10404729,Amber,Valdez,Female,Virginia,Richmond,2022-05-07,Customer Service,Support Specialist,High School,55976,Good,No,1992-11-16,2022-11-03
00-16078694,Gregory,Medina,Female,New York,Buffalo,2019-07-12,Customer Service,Support Specialist,Bachelor,55040,Good,No,1999-06-01,2024-12-06
00-82633735,Jessica,Walker,Female,Michigan,Grand Rapids,2024-01-02,Operations,Operations Analyst,Master,90040,Good,Yes,1997-12-04,2024-06-30
00-14259382,Andrew,Evans,Male,New York,Buffalo,2017-09-03,Customer Service,Help Desk Technician,Bachelor,70094,Good,No,1988-04-05,2023-05-01
00-28176954,Amy,Patel,Male,New York,Rochester,2022-10-27,IT,IT Support Specialist,High School,66598,Needs Improvement,No,1990-01-10,2023-04-25
00-66420024,John,Reed,Female,New York,Rochester,2018-04-11,Operations,Operations Analyst,Bachelor,58233,Needs Improvement,No,1980-02-22,2024-10-13
00-60666702,Sharon,Hardy,Female,New York,Buffalo,2018-02-11,Sales,Sales Specialist,Master,86962,Satisfactory,Yes,1974-05-30,2018-08-10
00-82383656,Lisa,Barnes,Male,New York,Buffalo,2017-10-06,Customer Service,Help Desk Technician,Bachelor,80258,Good,No,1987-07-30,2018-08-18
00-33954324,Nicole,Smith,Male,New York,New York City,2024-03-16,Sales,Sales Manager,Master,107839,Excellent,Yes,1986-05-13,2024-09-12
00-27092236,Craig,Johnson,Male,Ohio,Columbus,2022-08-06,IT,Software Developer,Bachelor,105528,Needs Improvement,Yes,2002-11-24,2023-02-02
00-10466177,Jacqueline,Williams,Female,New York,Buffalo,2022-09-27,Finance,Accountant,Bachelor,69224,Excellent,No,1986-04-24,2023-03-26
00-83074216,Richard,Young,Male,Michigan,Warren,2019-03-21,Sales,Sales Consultant,PhD,75570,Good,No,1976-03-12,2020-02-02
00-40824989,Michelle,Brown,Male,New York,New York City,2017-07-03,Customer Service,Customer Service Representative,Bachelor,74643,Good,Yes,1979-09-27,2019-10-14
00-46997080,Keith,Cabrera,Male,New York,New York City,2017-09-24,Sales,Sales Representative,Bachelor,64546,Needs Improvement,No,1989-08-02,2021-09-30
00-25145751,Luis,Harper,Male,Pennsylvania,Pittsburgh,2015-09-02,Sales,Sales Specialist,Master,55076,Good,No,1991-04-25,2017-11-11
00-92533595,Malik,Turner,Male,New York,Rochester,2022-02-22,Operations,Inventory Specialist,High School,56526,Good,No,1998-08-01,2022-08-21
00-37659807,Donna,Walker,Male,New York,Rochester,2016-04-19,Customer Service,Help Desk Technician,High School,60473,Satisfactory,No,1983-12-16,2017-09-28
00-69920305,Bruce,Fry,Male,Michigan,Warren,2020-11-17,IT,Software Developer,Bachelor,106046,Good,Yes,1972-01-31,2021-05-16
00-16533225,Rhonda,Garrett,Female,New York,Buffalo,2017-06-05,Marketing,Marketing Coordinator,Bachelor,75294,Excellent,Yes,1974-11-20,2020-05-25
00-68916591,Tyler,Compton,Female,New York,Rochester,2017-12-09,Customer Service,Support Specialist,Bachelor,52966,Satisfactory,Yes,2004-04-23,2020-08-18
00-17575790,Emily,Floyd,Female,New York,Rochester,2017-04-27,Customer Service,Support Specialist,Bachelor,54228,Satisfactory,No,1996-08-13,2023-09-24
00-87324220,Robert,Hernandez,Male,New York,New York City,2018-05-18,Operations,Inventory Specialist,Bachelor,60989,Satisfactory,Yes,1960-08-22,2022-02-20
00-53038943,Karen,Wells,Male,New York,New York City,2017-11-06,Marketing,Content Creator,High School,66553,Satisfactory,No,1983-05-26,2018-05-05
00-79961132,Kevin,Zimmerman,Male,New York,Rochester,2017-10-21,Finance,Financial Analyst,PhD,80892,Satisfactory,Yes,1981-04-03,2021-08-20
00-18181595,Robin,Hart,Male,New York,New York City,2020-12-19,Marketing,Marketing Manager,Master,108770,Good,Yes,1976-03-26,2021-06-17
00-33505978,Angela,Anderson,Female,Illinois,Chicago,2021-03-30,IT,System Administrator,Bachelor,66813,Good,No,1985-09-03,2021-09-26
00-76521096,James,Lucas,Female,New York,New York City,2015-12-02,Marketing,Marketing Manager,Bachelor,94012,Good,No,1981-09-18,2017-05-08
00-61157708,Melanie,Davis,Male,New York,Buffalo,2023-09-21,Operations,Logistics Coordinator,Bachelor,70406,Satisfactory,Yes,1960-09-26,2024-03-19
00-65878146,James,Adams,Male,Michigan,Grand Rapids,2019-09-03,Sales,Sales Representative,Bachelor,85655,Good,Yes,1963-06-09,2020-03-01
00-34679818,Carrie,Russo,Female,Pennsylvania,Pittsburgh,2022-03-10,Customer Service,Customer Service Representative,Bachelor,55528,Good,No,1982-12-14,2022-09-06
00-40245233,Kathleen,Ramsey,Female,New York,Rochester,2018-07-23,Marketing,Marketing Coordinator,Bachelor,74263,Good,No,1987-08-25,2019-01-19
00-72146184,Timothy,Booth,Female,New York,Buffalo,2024-05-01,HR,Recruiter,High School,59650,Satisfactory,No,1972-10-09,2024-10-28
00-65902739,Susan,Smith,Male,New York,New York City,2020-12-08,Marketing,Marketing Coordinator,Bachelor,68994,Good,No,1987-08-31,2022-06-03
00-42595918,Suzanne,Wilson,Female,Pennsylvania,Philadelphia,2017-12-30,Sales,Sales Manager,Master,126496,Satisfactory,No,1981-09-28,2022-09-20
00-20612653,Timothy,Sanchez,Female,New York,Buffalo,2024-08-08,Operations,Logistics Coordinator,Bachelor,56085,Excellent,Yes,1981-01-06,2025-02-04
00-81891784,James,Herman,Male,New York,Buffalo,2022-07-20,Finance,Accounts Payable Specialist,Bachelor,66619,Good,No,1977-12-01,2023-01-16
00-46032304,Kimberly,James,Female,New York,Rochester,2018-07-14,Finance,Accountant,Bachelor,82601,Needs Improvement,No,1970-03-14,2021-04-06
00-15307982,Michael,Green,Male,New York,New York City,2023-07-06,IT,Software Developer,Master,76986,Satisfactory,No,1996-01-28,2024-01-02
00-88864147,Tyler,Garcia,Female,Pennsylvania,Pittsburgh,2022-12-24,Operations,Inventory Specialist,High School,61041,Satisfactory,No,1965-11-07,2024-04-05
00-74343201,Terrance,Franco,Male,New York,New York City,2017-11-29,IT,IT Support Specialist,Bachelor,67345,Good,No,1960-03-24,2021-07-27
00-12058055,Nathan,Gutierrez,Female,North Carolina,Raleigh,2017-07-24,Finance,Accountant,Bachelor,71998,Satisfactory,No,1990-04-03,2023-08-11
00-25745913,Jeffrey,Thomas,Female,New York,Rochester,2022-04-05,Customer Service,Support Specialist,Bachelor,59893,Satisfactory,No,1973-07-09,2024-05-29
00-91121400,Sarah,Riley,Male,New York,New York City,2022-06-01,HR,HR Coordinator,Bachelor,67863,Good,No,1967-06-18,2022-11-28
00-84098828,Elijah,Rivera,Male,New York,New York City,2018-05-19,Customer Service,Help Desk Technician,Bachelor,92153,Good,No,1987-10-20,2021-05-23
00-72579077,Martha,Porter,Female,New York,Rochester,2020-08-26,Customer Service,Support Specialist,High School,52644,Satisfactory,No,2003-12-19,2021-02-22
00-45106207,Gail,Scott,Male,New York,Rochester,2018-10-27,IT,Software Developer,Bachelor,99257,Excellent,Yes,1971-01-20,2019-04-25
00-23234972,Tammy,May,Female,New York,Buffalo,2023-06-28,Customer Service,Customer Service Manager,Bachelor,79737,Satisfactory,No,1998-07-25,2023-12-25
00-52980983,Gary,Norton,Male,Pennsylvania,Pittsburgh,2024-03-02,Customer Service,Customer Service Representative,Bachelor,68933,Good,No,1966-06-21,2024-08-29
00-65556767,Jennifer,Freeman,Female,New York,Rochester,2015-11-30,Marketing,Marketing Manager,Master,91591,Good,Yes,1993-01-22,2018-01-16
00-29585415,Amber,May,Male,Virginia,Norfolk,2015-01-22,Customer Service,Support Specialist,Bachelor,64299,Satisfactory,No,1998-07-14,2020-05-11
00-87731247,Arthur,Bradford,Male,New York,New York City,2022-12-11,Customer Service,Support Specialist,High School,58840,Good,No,1998-01-16,2024-08-25
00-36332415,Elizabeth,Duran,Male,New York,Buffalo,2018-05-31,Operations,Inventory Specialist,Bachelor,64196,Good,Yes,1989-08-15,2018-11-27
00-42981324,Megan,Hall,Male,Michigan,Warren,2020-09-15,Marketing,Marketing Coordinator,Bachelor,70924,Good,No,1976-08-07,2021-03-14
00-55307111,Albert,Wagner,Male,New York,Rochester,2017-05-16,Operations,Logistics Coordinator,Bachelor,63641,Satisfactory,No,1979-05-10,2017-11-12
00-96126771,Christine,Estrada,Male,Virginia,Richmond,2022-08-13,Sales,Sales Specialist,Bachelor,76828,Needs Improvement,No,1980-12-16,2023-02-09
00-57268285,Timothy,Freeman,Female,New York,New York City,2017-01-03,Operations,Inventory Specialist,High School,58261,Excellent,No,1990-03-13,2017-07-02
00-75540707,Andrea,Smith,Male,New York,Buffalo,2017-07-12,Customer Service,Support Specialist,High School,62877,Good,No,1983-09-03,2018-09-11
00-17882882,Joshua,Madden,Female,New York,Rochester,2020-01-07,IT,Software Developer,Bachelor,75742,Satisfactory,No,1976-08-01,2021-11-03
00-99686372,Lisa,Craig,Male,Michigan,Warren,2015-10-21,IT,System Administrator,Bachelor,100706,Good,No,1972-12-24,2021-08-11
00-28453800,Renee,Rodriguez,Female,New York,New York City,2023-02-05,Customer Service,Customer Service Representative,High School,68446,Satisfactory,No,1970-08-05,2023-08-04
00-30270856,Eduardo,Lee,Female,New York,New York City,2015-07-11,Operations,Logistics Coordinator,Bachelor,61121,Satisfactory,No,1990-08-04,2018-05-03
00-60090149,Lisa,Adams,Female,New York,Rochester,2016-05-24,HR,HR Coordinator,Master,61736,Good,No,1994-01-04,2016-11-20
00-92747827,Nathan,Sullivan,Female,New York,Rochester,2024-07-25,Sales,Sales Representative,Bachelor,63997,Good,Yes,1989-10-04,2025-01-21
00-12111482,Veronica,Perez,Male,Virginia,Virginia Beach,2015-09-06,Customer Service,Support Specialist,Bachelor,76113,Good,No,1967-02-03,2023-11-30
00-11590610,Melanie,Valdez,Male,New York,New York City,2015-11-09,Marketing,Marketing Coordinator,Bachelor,80075,Excellent,Yes,1989-03-14,2017-06-17
00-81905550,Katherine,Davis,Female,New York,Rochester,2024-05-18,Customer Service,Support Specialist,Bachelor,59426,Satisfactory,No,1989-12-30,2024-11-14
00-67790557,Angela,Brown,Female,New York,Rochester,2023-01-04,Operations,Logistics Coordinator,Bachelor,56822,Good,No,1989-04-14,2024-02-17
00-22927031,George,Porter,Male,New York,Buffalo,2020-06-07,IT,System Administrator,Bachelor,96591,Excellent,No,1981-01-24,2023-12-16
00-93185576,Kristen,Knight,Female,Illinois,Aurora,2020-11-09,Customer Service,Support Specialist,Bachelor,65012,Needs Improvement,Yes,1981-10-01,2023-12-21
00-63270536,Cody,Rice,Male,New York,New York City,2016-01-16,IT,Software Developer,Master,87060,Good,Yes,1982-07-25,2024-10-08
00-85833309,Jason,Parrish,Male,New York,New York City,2017-11-20,Operations,Inventory Specialist,High School,66407,Good,No,1970-10-22,2021-08-31
00-50261914,Thomas,Williams,Male,New York,New York City,2022-01-28,Operations,Logistics Coordinator,Bachelor,62301,Good,Yes,1976-05-24,2022-07-27
00-97227356,Sara,Lam,Male,New York,New York City,2022-07-25,Customer Service,Help Desk Technician,Bachelor,76149,Good,Yes,1982-11-27,2023-01-21
00-60903955,Antonio,Mcfarland,Female,New York,New York City,2018-04-25,Operations,Logistics Coordinator,Bachelor,60656,Good,Yes,1972-10-07,2020-05-19
00-95462880,Suzanne,Matthews,Female,New York,New York City,2015-10-01,Sales,Sales Representative,Bachelor,58838,Satisfactory,No,2003-06-26,2024-11-08
00-77089857,Jennifer,Sanders,Male,New York,Buffalo,2023-01-29,IT,Software Developer,Bachelor,96078,Good,Yes,2001-11-18,2023-07-28
00-54462389,Francisco,Allen,Female,New York,Rochester,2020-10-31,Operations,Inventory Specialist,Bachelor,57386,Good,No,1959-11-03,2021-04-29
00-15711200,Paul,Mosley,Male,New York,New York City,2017-05-01,Operations,Inventory Specialist,Bachelor,62394,Good,No,1986-03-26,2023-06-09
00-73820568,Karla,Taylor,Male,New York,Rochester,2017-12-26,Operations,Inventory Specialist,Bachelor,64709,Good,No,1980-06-03,2018-06-24
00-47631028,Jennifer,Mason,Female,New York,Buffalo,2023-12-21,Sales,Sales Representative,Bachelor,60368,Good,No,1982-06-07,2024-06-18
00-14416002,Brian,Kim,Female,New York,Rochester,2017-11-02,Operations,Logistics Coordinator,Bachelor,57823,Good,Yes,1981-03-05,2024-08-16
00-37804291,Matthew,Mack,Male,New York,Buffalo,2020-12-14,Sales,Sales Consultant,PhD,82931,Satisfactory,No,1960-01-13,2022-12-06
00-63458386,Randy,Ayala,Female,Pennsylvania,Philadelphia,2024-01-11,IT,System Administrator,Master,95141,Needs Improvement,Yes,2001-01-25,2024-07-09
00-85693188,Joshua,Riddle,Female,Michigan,Grand Rapids,2017-06-28,Customer Service,Customer Service Representative,High School,65694,Satisfactory,Yes,1972-03-02,2021-06-06
00-82553061,Michael,Pugh,Female,New York,Buffalo,2018-06-07,Sales,Sales Representative,Bachelor,65190,Good,No,1979-09-29,2018-12-04
00-20526386,Erin,Guerrero,Male,New York,Rochester,2020-02-01,IT,Software Developer,Master,92239,Satisfactory,No,1976-06-03,2020-07-30
00-23111164,Christine,Yates,Male,Illinois,Aurora,2019-09-17,Sales,Sales Specialist,PhD,89516,Good,No,1961-02-09,2021-11-09
00-91224373,Christopher,Moore,Male,New York,Buffalo,2022-09-17,IT,Software Developer,Bachelor,115376,Good,Yes,1977-05-16,2023-03-16
00-53805532,Cynthia,Singh,Female,New York,Rochester,2015-04-26,Sales,Sales Representative,Bachelor,66497,Good,No,1983-10-19,2017-10-19
00-70471823,Daniel,Smith,Male,New York,Rochester,2020-04-22,Customer Service,Customer Service Representative,High School,61874,Satisfactory,No,1986-03-21,2020-10-19
00-60388958,Michael,Nelson,Female,Virginia,Norfolk,2019-02-18,Operations,Inventory Specialist,High School,55984,Good,No,1987-12-11,2021-12-27
00-98673882,Jacob,Cole,Male,New York,New York City,2018-07-21,Customer Service,Customer Service Representative,High School,62749,Needs Improvement,Yes,1981-07-16,2019-01-17
00-43077929,Ricky,Johnson,Male,New York,Rochester,2022-05-09,Sales,Sales Specialist,Bachelor,62597,Good,No,2003-10-19,2023-05-08
00-30699187,Christopher,George,Female,New York,Buffalo,2018-04-29,Finance,Financial Analyst,Master,89593,Excellent,Yes,1983-07-03,2021-02-17
00-62294176,Paul,Carter,Female,New York,Buffalo,2018-05-22,Customer Service,Support Specialist,Bachelor,61843,Good,Yes,1992-12-25,2024-06-16
00-10697290,Christopher,Santana,Male,New York,Rochester,2024-11-26,Sales,Sales Representative,Bachelor,63460,Good,No,1997-04-19,2025-05-25
00-46207439,Tiffany,Armstrong,Female,New York,New York City,2016-03-02,Sales,Sales Specialist,Master,70536,Good,Yes,1988-11-17,2024-08-11
00-67845091,Oscar,Taylor,Male,North Carolina,Charlotte,2019-04-20,Customer Service,Help Desk Technician,High School,59466,Satisfactory,Yes,1987-03-06,2024-07-25
00-64766762,Trevor,Brown,Male,Pennsylvania,Allentown,2016-06-07,Customer Service,Help Desk Technician,High School,77516,Needs Improvement,No,1975-05-20,2020-06-08
00-84386123,Robert,Washington,Female,Illinois,Naperville,2016-01-29,Sales,Sales Representative,Bachelor,70660,Satisfactory,Yes,2002-07-03,2017-12-01
00-53544301,Johnathan,Wright,Male,New York,Rochester,2023-08-16,Sales,Sales Representative,Bachelor,75243,Good,No,2003-07-19,2024-02-12
00-65540647,Brittney,Gonzalez,Male,New York,Rochester,2018-02-08,Customer Service,Help Desk Technician,High School,86035,Good,No,2003-06-11,2018-08-07
00-85099723,Kevin,Rush,Male,New York,Buffalo,2023-05-01,IT,IT Support Specialist,High School,55786,Good,No,1989-02-08,2023-10-28
00-79941466,Christine,Brock,Male,New York,Buffalo,2017-04-30,Operations,Inventory Specialist,High School,61546,Needs Improvement,Yes,1996-03-19,2017-10-27
00-28634797,Matthew,Ochoa,Female,New York,New York City,2017-11-09,HR,HR Assistant,Bachelor,55640,Satisfactory,No,1975-06-15,2018-05-08
00-29587040,Terri,Taylor,Male,New York,Buffalo,2016-04-27,Customer Service,Support Specialist,Bachelor,62381,Needs Improvement,No,1982-07-20,2022-03-20
00-66519399,Stacey,Harris,Male,New York,New York City,2017-04-25,Sales,Sales Representative,Bachelor,68739,Needs Improvement,Yes,1996-02-22,2020-11-16
00-43782566,Tamara,Novak,Male,Ohio,Columbus,2024-04-16,Sales,Sales Consultant,Master,92084,Good,No,1973-07-30,2024-10-13
00-76545476,Heather,Henry,Female,Michigan,Grand Rapids,2020-07-29,Sales,Sales Consultant,PhD,112168,Good,No,1996-07-20,2021-10-26
00-24357588,John,Bennett,Male,Illinois,Chicago,2017-10-25,Sales,Sales Specialist,Bachelor,98567,Excellent,No,1984-07-11,2024-01-06
00-54589439,Phillip,Wilson,Male,New York,New York City,2023-07-25,IT,Software Developer,Bachelor,102920,Good,No,1979-08-03,2024-01-21
